COD_CLI;STATUS;IFIN1;IFIN2;IFIN3;IFIN4;IFIN5;IFIN6;IFIN7;IFIN8;IFIN9;IFIN10;FATLIQ;REST_TIPO_1;REST_TIPO_2;REST_TIPO_3;REST_TIPO_4;REST_TIPO_5;UF;IDADE;RAMO;NUM_SOCIOS
2947;BOM;11.70;173.44;0.00;0.00;11.00;13.48;-0.70;1793.40;-4.58;-13.86;753.60;0;0;2;0;0;RJ;14;4;4
2948;MAU;39.80;471.54;0.00;0.00;5.20;16.76;4.55;-4235.00;-56.25;-596.82;860.36;2;0;1;0;0;SP;14;5;2
2949;BOM;8.30;639.56;29.60;0.00;2.50;12.38;1.45;162.40;4.16;-5.46;1089.58;0;1;0;0;0;SP;51;4;3
2950;MAU;8.70;493.22;51.80;0.71;1.80;13.81;0.55;-957.60;-30.41;-3.36;1256.00;0;0;0;0;0;SP;41;1;4
2951;MAU;11.40;184.28;26.64;0.00;;14.00;8.05;;-14.16;-8.82;942.00;0;0;0;0;17;SP;14;5;2
2952;MAU;45.60;520.32;54.76;0.83;;13.22;0.55;11.20;-32.50;-5.46;1077.02;0;0;1;0;0;SP;14;5;2
2953;BOM;19.40;200.54;2.96;0.00;;14.99;11.50;;6.25;-5.04;816.40;0;0;0;0;12;RJ;14;6;4
2954;MAU;11.70;21.68;28.12;0.32;2.80;13.52;8.55;-2835.00;-12.91;-1.26;1541.74;5;0;4;0;12;RJ;14;6;2
2955;MAU;39.40;867.20;78.44;1.70;2.60;15.24;9.25;-963.20;-59.16;-5.46;898.04;6;2;4;0;12;SP;14;5;2
2956;MAU;;;32.56;0.00;1.00;12.68;3.30;1849.40;36.25;-1218.84;1029.92;8;1;0;0;25;SP;13;5;4
2957;MAU;51.50;449.86;0.00;0.00;1.00;18.12;7.65;-40525.80;0.83;-0.84;3645.54;0;1;0;0;12;SP;13;2;3
2958;MAU;27.60;97.56;0.00;;;14.33;9.95;-294.00;0.00;2.94;1814.92;0;0;0;0;12;SP;13;6;3
2959;MAU;32.60;43.36;0.00;;0.30;20.43;11.60;-1803.20;-51.66;0.00;759.88;13;1;0;0;11;SP;13;4;2
2960;BOM;;;179.08;0.46;;12.10;-6.70;966.00;-92.08;-7.56;3246.76;0;0;0;0;0;SP;13;4;2
2961;BOM;0.70;205.96;0.00;0.00;8.40;12.84;3.65;-20127.80;47.08;1.26;2458.62;0;0;0;0;0;SP;20;1;4
2962;MAU;7.70;525.74;34.04;0.18;3.40;13.47;0.25;;-8.75;-0.84;860.36;0;0;0;0;0;SP;33;8;2
2963;MAU;1.80;590.78;31.08;0.85;1.80;11.91;0.50;215.60;-40.41;-0.42;668.82;14;0;41;0;0;RJ;34;5;3
2964;BOM;13.90;899.72;205.72;1.61;3.70;11.77;-0.50;691.60;-80.83;-0.42;1183.78;0;0;0;0;0;RJ;34;3;2
2965;BOM;0.50;547.42;60.68;0.00;1.40;11.36;-0.20;922.60;-16.25;-5.88;69.08;0;0;0;0;0;RJ;26;3;2
2966;MAU;40.30;829.26;29.60;0.00;2.30;14.65;1.25;462.00;-22.50;-1.26;3934.42;0;0;0;0;0;SP;61;2;3
2967;MAU;33.40;1268.28;26.64;0.00;10.70;12.65;4.30;562.80;-11.25;-0.84;879.20;0;0;0;0;0;SP;27;1;4
2968;MAU;12.20;341.46;68.08;0.00;5.80;13.38;-0.40;308.00;-23.33;-1.26;4458.80;0;0;0;0;0;RJ;26;5;4
2969;MAU;7.60;525.74;142.08;;39.10;11.56;3.40;-152.60;-40.00;-26.46;719.06;0;0;0;0;16;RJ;38;5;4
2970;MAU;;;84.36;0.00;;13.30;;967.40;4012.50;-2.52;6270.58;0;0;1;0;0;RJ;54;1;2
2971;BOM;14.00;428.18;63.64;1.45;1.90;14.46;-0.05;431.20;-28.75;-10.92;882.34;0;0;0;0;0;RJ;26;5;2
2972;MAU;22.20;807.58;72.52;0.90;3.90;13.80;-0.90;;-54.58;-0.84;825.82;0;0;0;0;0;RJ;26;8;2
2973;MAU;5.20;596.20;115.44;0.00;3.00;12.31;-0.70;522.20;-51.66;-51.24;1610.82;0;0;0;0;0;RJ;26;5;2
2974;BOM;24.00;883.46;119.88;0.53;6.20;12.69;;-9452.80;-81.25;-0.84;568.34;0;1;0;0;5;RJ;37;6;2
2975;BOM;503.10;13381.98;26.64;0.00;4.00;12.14;-8.65;851.20;-23.75;1.68;668.82;0;0;0;0;0;SP;26;1;2
2976;MAU;26.30;1176.14;35.52;1.06;5.70;12.20;31.85;1038.80;-25.41;1.26;367.38;460;12;5;1;5;SP;25;8;2
2977;BOM;3.00;579.94;78.44;0.85;2.80;11.98;0.50;505.40;-71.66;-3.78;722.20;0;0;0;0;0;SP;25;4;4
2978;BOM;0.00;444.44;0.00;0.00;0.00;11.31;-0.45;6591.20;33.75;-7.56;197.82;0;0;0;0;60;RJ;40;4;2
2979;BOM;1.70;552.84;7.40;0.00;6.80;11.59;0.00;319.20;0.83;-6.72;188.40;0;0;0;0;0;RJ;26;5;2
2980;BOM;3.20;336.04;0.00;0.00;2.40;12.63;0.25;;72.08;-0.84;640.56;0;0;0;0;0;RJ;26;1;2
2981;BOM;1.00;406.50;0.00;0.00;1.00;12.81;2.25;-2261.00;126.25;-1.26;634.28;0;0;0;0;0;RJ;38;3;3
2982;MAU;19.50;672.08;5.92;0.00;2.50;13.97;1.40;379.40;2.91;-122.22;788.14;5;0;0;3;0;SP;25;1;3
2983;MAU;17.00;1046.06;134.68;0.00;2.80;13.21;-1.85;980.00;-62.91;-5.04;1321.94;0;0;0;0;0;RJ;58;5;4
2984;BOM;40.70;542.00;28.12;1.10;5.20;12.82;0.50;621.60;-16.25;-1.26;574.62;1;0;0;0;0;RJ;53;3;4
2985;MAU;4.70;585.36;0.00;0.00;1.40;13.33;0.75;1400.00;9.58;-1.26;2295.34;0;0;1;0;0;RJ;87;5;2
2986;BOM;0.80;498.64;0.00;0.00;8.20;11.92;0.40;-9860.20;24.16;2.52;210.38;0;0;0;0;0;RJ;80;1;3
2987;BOM;20.00;558.26;71.04;0.00;4.00;14.80;0.00;191.80;-25.41;-8.40;2169.74;0;0;2;0;0;RJ;66;3;3
2988;MAU;17.60;1159.88;68.08;0.76;51.70;11.53;1.75;-1388.80;-38.33;-7.56;1887.14;0;0;1;0;16;RJ;25;3;3
2989;BOM;14.60;439.02;44.40;1.31;8.20;13.30;1.80;168.00;2.91;4.20;1284.26;0;0;0;0;0;RJ;44;3;4
2990;MAU;14.30;1024.38;78.44;0.00;;12.36;0.55;606.20;-95.41;-4.20;1811.78;1;0;0;0;0;SP;25;2;2
2991;BOM;12.80;249.32;78.44;0.00;9.10;13.20;-2.45;949.20;-26.66;-7.98;653.12;0;0;0;0;0;RJ;25;6;2
2992;BOM;2.20;520.32;0.00;0.00;3.30;11.79;-0.15;1402.80;13.75;-1.26;508.68;0;0;7;0;0;RJ;38;6;3
2993;BOM;6.20;428.18;19.24;0.00;0.40;16.96;0.55;-63.00;-105.00;-0.42;2116.36;0;0;1;0;0;RJ;34;3;2
2994;MAU;16.20;840.10;171.68;1.96;5.90;12.63;-1.80;597.80;-63.33;-0.42;910.60;0;0;0;0;0;RJ;24;5;4
2995;BOM;5.80;444.44;50.32;0.00;3.60;13.63;0.80;-93.80;12.50;-4.62;876.06;0;0;0;0;0;SP;24;7;2
2996;MAU;9.40;433.60;25.16;0.00;8.70;13.68;1.50;82.60;-10.83;-2.94;970.26;0;0;0;0;0;RJ;33;5;3
2997;MAU;2.10;428.18;100.64;0.35;80.80;11.90;1.10;-3113.60;-25.83;-6.72;251.20;0;0;0;0;0;RJ;24;6;4
2998;BOM;4.30;308.94;2.96;0.00;12.60;13.51;1.60;-1106.00;-0.83;-0.84;816.40;0;0;0;0;0;RJ;32;6;4
2999;MAU;0.70;422.76;26.64;0.00;;11.38;0.20;1048.60;362.08;-4.20;122.46;0;0;3;0;5;RJ;31;6;2
3000;MAU;0.80;493.22;7.40;0.00;4.70;11.85;0.15;-397.60;9.58;-5.04;2084.96;0;0;3;0;0;RJ;31;7;4
3001;MAU;8.70;352.30;0.00;0.00;4.60;13.10;1.05;-504.00;-37.91;-2.10;766.16;91;0;0;0;0;RJ;31;3;4
3002;MAU;3.10;531.16;57.72;1.04;1.80;12.03;0.15;-515.20;-32.08;-0.84;354.82;0;0;0;0;0;RJ;30;7;2
3003;BOM;56.40;498.64;72.52;0.00;0.30;18.14;0.75;485.80;-40.41;-0.84;1447.54;0;0;0;0;0;RJ;30;4;2
3004;MAU;8.60;417.34;47.36;0.02;0.30;14.84;0.90;548.80;-5.00;1.68;1215.18;0;0;1;0;0;RJ;31;4;2
3005;MAU;8.20;509.48;56.24;0.23;2.60;12.30;0.90;428.40;-17.50;-18.48;1918.54;0;0;0;0;0;RJ;30;3;3
3006;MAU;40.90;238.48;90.28;0.00;3.90;13.55;2.75;89.60;-34.16;6.72;7526.58;0;0;0;0;0;RJ;29;1;3
3007;BOM;35.90;1170.72;146.52;0.76;3.30;13.33;13.30;606.20;-56.25;-1.68;1670.48;0;0;0;0;0;RJ;28;6;2
3008;MAU;54.20;1105.68;168.72;0.00;15.00;13.41;43.85;441.00;-54.16;-2.10;998.52;0;0;0;0;0;RJ;47;2;3
3009;BOM;2.90;520.32;17.76;0.00;3.20;11.97;0.60;334.60;-1.66;-30.24;631.14;0;0;1;0;0;RJ;58;3;2
3010;MAU;30.20;937.66;125.80;0.00;8.90;12.07;0.05;474.60;-64.58;-5.04;731.62;0;0;0;0;0;RJ;45;7;2
3011;BOM;7.40;379.40;75.48;0.00;2.40;13.82;1.45;1687.00;-24.58;-2.52;894.90;0;0;0;0;0;RJ;31;4;3
3012;MAU;9.20;211.38;14.80;0.00;1.30;16.27;0.90;-277.20;-9.16;-3.36;847.80;2;0;0;0;1;RJ;23;4;3
3013;MAU;11.30;525.74;93.24;2.14;7.10;12.94;-0.05;243.60;-39.58;-7.14;995.38;0;0;0;0;0;RJ;28;4;4
3014;MAU;46.40;1918.68;122.84;0.00;1.80;12.54;-3.45;681.80;-46.25;-42.42;1061.32;0;0;0;0;0;RJ;28;4;2
3015;MAU;3.00;558.26;71.04;0.00;10.40;12.29;0.60;911.40;-38.33;-13.44;386.22;2;0;0;0;0;RJ;44;5;2
3016;BOM;;;39.96;0.00;2.40;12.35;-6.50;712.60;-15.83;-3.36;634.28;0;0;0;0;0;RJ;23;1;3
3017;MAU;49.30;1306.22;82.88;1.01;7.00;12.95;-5.60;347.20;-60.83;-5.04;2062.98;1;0;5;0;0;RJ;39;6;3
3018;MAU;6.50;243.90;31.08;0.44;5.80;13.84;1.70;56.00;-12.50;-7.98;1538.60;0;0;1;0;0;RJ;43;4;4
3019;MAU;6.80;411.92;54.76;1.06;2.20;13.98;0.75;-427.00;-23.33;-11.76;797.56;0;0;2;0;0;SP;23;5;2
3020;MAU;85.00;1712.72;51.80;1.84;5.20;13.22;3.50;404.60;-36.66;5.46;1127.26;1;0;1;0;0;SP;23;8;4
3021;BOM;5.00;455.28;22.20;0.00;2.20;13.95;-0.15;607.60;-2.08;-5.46;2694.12;0;0;0;0;0;RJ;37;6;4
3022;MAU;27.10;970.18;81.40;1.06;5.10;12.35;6.10;359.80;-35.83;-6.30;741.04;0;0;1;0;16;RJ;22;3;4
3023;MAU;93.80;1360.42;106.56;0.32;1.80;15.32;1.90;427.00;-46.25;45.78;3614.14;0;0;0;0;7;RJ;22;2;2
3024;MAU;19.30;731.70;65.12;0.39;1.60;14.82;1.85;29.40;-25.83;-0.84;1155.52;2;18;0;4;0;SP;22;7;2
3025;BOM;3.00;162.60;0.00;0.00;9.60;12.07;0.25;-16900.80;4.58;4.20;552.64;0;0;0;0;6;RJ;41;3;2
3026;BOM;7.10;590.78;26.64;0.00;4.90;12.70;0.05;520.80;-19.58;2.94;3023.82;0;0;0;0;0;RJ;21;5;2
3027;BOM;8.60;476.96;25.16;0.00;1.20;17.74;1.90;-1661.80;-21.66;-0.84;3482.26;0;0;5;0;0;SP;21;4;2
3028;MAU;10.40;574.52;91.76;0.83;3.60;12.96;0.60;120.40;-30.00;-5.88;4377.16;0;0;0;0;0;RJ;21;3;4
3029;MAU;13.20;997.28;130.24;0.12;1.90;12.27;0.20;641.20;-77.91;-2.52;3369.22;0;0;1;0;0;SP;21;5;2
3030;BOM;24.40;1322.48;75.48;2.21;8.20;12.10;-4.40;823.20;-31.25;-0.84;430.18;0;0;0;0;0;RJ;21;5;3
3031;MAU;11.80;178.86;0.00;0.00;3.20;14.32;5.95;-36131.20;11.66;0.84;1029.92;0;0;2;0;12;RJ;21;7;2
3032;MAU;0.20;449.86;0.00;0.00;0.00;15.59;-2.25;-105.00;-4187.91;-3.78;1070.74;11;0;0;0;0;SP;20;2;4
3033;MAU;;;13.32;0.23;5.00;13.94;;359.80;-15.83;-14.28;810.12;3;0;0;0;0;SP;20;5;2
3034;BOM;219.90;2005.40;71.04;0.00;3.80;13.33;4.10;420.00;-40.41;-0.84;3240.48;0;0;0;0;0;RJ;20;5;2
3035;BOM;37.10;287.26;48.84;0.00;0.80;21.93;2.45;-105.00;-30.41;-2.52;1538.60;0;0;0;0;0;RJ;20;3;2
3036;BOM;3.60;303.52;17.76;0.00;9.40;12.93;0.55;-541.80;1.66;-9.66;1108.42;0;0;0;0;0;RJ;50;2;2
3037;BOM;5.40;205.96;0.00;0.00;1.80;13.35;1.60;-112.00;24.16;0.84;3818.24;0;0;0;0;0;RJ;61;3;2
3038;MAU;220.00;970.18;150.96;0.00;1.00;11.52;-3.30;642.60;-42.91;0.42;872.92;0;0;0;0;16;RJ;20;7;2
3039;MAU;;;142.08;0.00;3.00;13.30;;492.80;-145.83;-13.44;4286.10;0;0;0;0;0;RJ;20;4;2
3040;BOM;26.70;769.64;111.00;0.25;5.50;13.34;-1.25;337.40;-51.25;0.00;1259.14;0;0;0;0;0;SP;20;8;3
3041;MAU;6.60;439.02;0.00;0.00;0.20;23.84;4.75;-2591.40;16.66;-2.10;2182.30;8;0;0;0;16;SP;20;3;3
3042;BOM;17.70;574.52;0.00;0.00;2.60;12.73;0.65;509.60;-31.25;-5.88;4097.70;2;0;4;0;0;SP;46;5;3
3043;BOM;5.40;417.34;0.00;0.00;7.50;12.36;-0.10;382.20;-29.58;-0.84;1064.46;0;0;1;0;0;SP;19;6;4
3044;MAU;6.30;504.06;76.96;2.25;12.90;12.06;0.05;336.00;-30.00;47.88;370.52;0;0;0;0;24;RJ;19;3;3
3045;MAU;1.60;357.72;54.76;1.22;22.90;11.86;0.20;-131.60;-18.33;0.00;759.88;2;0;1;0;16;SP;19;6;2
3046;MAU;55.20;1284.54;44.40;0.00;0.80;14.99;-4.00;502.60;25.83;-5.88;756.74;79;0;97;0;0;SP;19;3;3
3047;BOM;0.60;227.64;5.92;0.00;2.40;13.70;0.75;-1286.60;8.33;-3.78;819.54;1;0;0;0;0;SP;19;1;4
3048;BOM;21.40;753.38;8.88;0.00;2.00;16.40;3.10;-183.40;-13.33;-2.52;681.38;0;0;0;0;0;SP;19;7;2
3049;BOM;11.60;292.68;7.40;0.00;1.00;15.12;-1.55;495.60;207.08;-0.84;1510.34;0;0;0;0;0;RJ;19;3;2
3050;MAU;3.90;634.14;13.32;0.00;4.70;11.72;-0.10;554.40;-13.75;-2.10;731.62;0;0;0;0;0;RJ;19;7;4
3051;BOM;27.40;59.62;0.00;0.00;1.10;16.49;7.20;-1082.20;-16.25;-10.08;1783.52;0;0;3;0;12;RJ;18;1;4
3052;BOM;21.30;368.56;2.96;0.00;;12.66;-0.40;641.20;-47.50;-7.98;574.62;0;0;0;0;16;SP;18;3;4
3053;BOM;21.10;775.06;1.48;0.00;;15.84;-0.50;5079.20;-7.50;-14.28;2113.22;0;0;0;0;0;RJ;54;5;4
3054;BOM;7.80;747.96;0.00;0.00;0.40;16.00;-1.70;772.80;11.66;-0.84;1177.50;1;0;0;0;0;RJ;18;3;3
3055;MAU;7.50;547.42;94.72;0.00;6.60;11.95;-0.05;1043.00;-39.58;-23.94;844.66;0;0;0;0;0;SP;18;7;2
3056;MAU;49.50;2449.84;142.08;1.27;1.40;12.77;0.35;565.60;-172.08;-4.62;1036.20;0;0;5;0;16;SP;18;6;3
3057;MAU;21.80;650.40;34.04;0.00;0.90;14.97;6.95;43.40;-40.83;-1.68;1466.38;0;0;1;0;12;SP;18;5;2
3058;MAU;13.10;119.24;16.28;0.00;5.10;14.75;4.95;-911.40;-5.41;-8.40;4276.68;0;0;0;0;15;SP;18;3;2
3059;BOM;24.80;715.44;127.28;0.00;2.60;14.72;1.90;551.60;-46.66;-10.50;3397.48;1;0;0;0;0;RJ;39;5;4
3060;MAU;;;94.72;0.00;0.80;11.58;;784.00;-17.08;-4.20;590.32;0;0;0;0;0;RJ;18;3;2
3061;MAU;15.40;1192.40;506.16;0.00;3.20;11.86;-3.30;665.00;-624.58;-2.94;1256.00;1;0;5;0;0;RJ;18;2;2
3062;MAU;4.50;482.38;0.00;0.00;2.40;12.94;1.30;250.60;30.00;-8.40;763.02;0;0;0;0;7;RJ;17;4;2
3063;MAU;15.70;0.00;11.84;;1.40;28.20;3.15;-5163.20;-17.91;-3.36;2125.78;0;0;0;0;7;RJ;17;4;4
3064;BOM;5.60;254.74;1.48;0.00;10.40;13.83;3.40;-646.80;6.25;-3.36;1858.88;0;0;2;0;0;SP;17;3;3
3065;MAU;6.90;233.06;57.72;0.53;15.10;12.22;1.55;495.60;-19.16;-5.46;367.38;0;0;0;0;0;RJ;17;1;4
3066;MAU;0.10;531.16;13.32;0.00;21.60;11.30;-0.55;36101.80;-4.58;-0.84;238.64;0;0;0;0;0;RJ;17;4;3
3067;MAU;472.50;5636.80;41.44;0.00;1.40;16.40;-16.60;476.00;-533.33;-10.08;3758.58;0;0;1;0;0;RJ;16;2;3
3068;MAU;2.40;634.14;41.44;0.00;;11.69;-0.45;735.00;-48.33;-5.46;251.20;1;0;0;0;0;RJ;16;5;2
3069;MAU;34.00;531.16;0.00;0.00;6.80;13.27;5.70;494.20;0.00;-3.36;872.92;0;0;2;0;12;RJ;16;4;3
3070;BOM;;;28.12;0.00;8.80;13.55;-21.30;280.00;-59.58;1.68;678.24;4;0;90;0;0;RJ;16;8;2
3071;MAU;146.30;661.24;85.84;0.69;1.00;15.62;9.75;-243.60;-42.91;-2.52;1912.26;0;0;0;0;4;RJ;16;7;2
3072;BOM;4.40;466.12;57.72;0.00;1.00;12.43;0.65;519.40;15.83;-1.26;4352.04;0;0;0;0;0;SP;33;2;4
3073;BOM;10.90;910.56;0.00;0.00;1.90;12.29;0.45;239.40;5.83;-6.72;1673.62;0;0;0;0;0;RJ;16;7;2
3074;MAU;26.10;466.12;59.20;1.40;3.60;14.14;1.85;-487.20;-29.16;-7.98;945.14;3;0;1;0;0;SP;35;4;2
3075;MAU;22.30;693.76;57.72;0.00;3.20;13.22;2.20;313.60;-25.83;-8.40;3664.38;1;2;0;0;5;SP;34;3;4
3076;BOM;2.70;471.54;1.48;0.00;3.90;12.05;-0.95;529.20;1350.83;0.00;1413.00;0;0;0;0;0;SP;34;7;2
3077;MAU;69.60;1219.50;90.28;1.36;2.00;13.79;0.45;438.20;-35.00;0.42;825.82;0;0;1;0;0;SP;34;7;2
3078;BOM;1.50;227.64;0.00;0.00;3.50;13.49;0.50;-9126.60;21.66;-2.52;1036.20;0;0;0;0;0;SP;34;1;4
3079;BOM;3.10;346.88;0.00;0.00;2.40;13.84;0.90;-2872.80;-4.16;-7.98;869.78;0;0;0;0;0;SP;35;6;2
3080;BOM;3.50;547.42;25.16;0.00;5.40;12.01;-0.15;516.60;-10.83;-1.68;1108.42;0;0;0;0;0;SP;34;6;4
3081;MAU;321.90;7154.40;66.60;0.55;2.60;13.24;2.50;537.60;-37.50;-0.42;3739.74;3;0;1;0;0;SP;33;2;3
3082;BOM;1.80;222.22;20.72;0.48;0.90;13.76;5.35;-3236.80;40.41;2.10;1478.94;1;0;0;0;0;SP;34;6;2
3083;MAU;148.60;54.20;122.84;0.92;7.20;11.94;9.90;439.60;-38.75;-141.12;643.70;0;0;2;0;12;SP;16;4;2
3084;MAU;22.50;921.40;127.28;1.50;4.70;13.05;0.20;358.40;-72.08;-15.12;1927.96;0;0;0;0;0;RJ;35;5;2
3085;BOM;4.90;303.52;0.00;0.00;1.10;14.71;0.95;;329.16;-10.50;2056.70;0;0;0;0;0;SP;33;6;4
3086;MAU;19.20;796.74;57.72;0.07;8.00;12.75;-1.80;497.00;-15.41;-0.84;3020.68;0;0;1;0;0;SP;32;6;4
3087;BOM;0.40;151.76;5.92;0.00;9.40;11.45;0.00;-908.60;366.66;-4.20;1017.36;1;1;7;0;0;SP;50;7;3
3088;MAU;16.50;802.16;97.68;0.28;13.20;11.83;0.10;656.60;-34.16;0.00;844.66;0;0;0;0;0;SP;31;4;3
3089;BOM;3.00;216.80;1.48;0.00;0.80;12.65;0.20;609.00;10.41;-7.98;1519.76;0;0;0;0;0;SP;31;3;2
3090;MAU;84.80;2054.18;102.12;1.98;1.90;14.22;-1.20;621.60;-160.41;-5.88;715.92;180;0;14;2;0;SP;31;5;3
3091;BOM;0.60;200.54;0.00;0.00;;12.40;1.05;-2996.00;46.66;-2.10;452.16;0;0;0;0;0;SP;30;6;2
3092;MAU;132.00;1869.90;47.36;1.43;4.60;13.70;0.60;516.60;-19.16;0.42;1579.42;10;0;1;2;0;SP;32;5;4
3093;BOM;3.30;373.98;17.76;0.00;3.20;13.53;1.05;130.20;-12.91;-0.84;4066.30;0;0;0;0;0;SP;31;4;4
3094;MAU;48.50;1566.38;0.00;0.00;4.70;12.67;0.95;505.40;0.00;0.84;857.22;4;0;15;0;0;SP;32;5;2
3095;MAU;5.70;504.06;47.36;1.98;10.30;15.70;2.15;-718.20;-34.16;-5.04;772.44;3;0;0;0;7;RJ;15;3;4
3096;MAU;33.30;303.52;93.24;0.00;17.50;12.35;1.60;443.80;-26.25;-1.26;1466.38;0;0;0;0;0;RJ;14;5;4
3097;MAU;4.20;563.68;0.00;0.00;5.00;12.00;0.15;23.80;0.41;-11.34;1177.50;1;0;1;0;0;SP;30;4;2
3098;MAU;13.70;195.12;42.92;0.71;2.80;14.41;3.45;-669.20;-20.83;-0.84;2282.78;2;0;1;0;0;SP;29;6;2
3099;MAU;162.00;6655.76;272.32;1.47;3.60;12.51;-7.65;669.20;-218.33;-0.84;1026.78;0;0;0;0;0;SP;51;6;2
3100;BOM;9.60;547.42;0.00;0.00;4.40;14.11;0.75;-1138.20;-40.00;-17.64;1036.20;0;0;2;0;0;SP;43;4;2
3101;MAU;1.00;509.48;0.00;0.00;2.60;12.63;1.50;;57.08;-7.14;511.82;1;0;2;0;0;RJ;14;2;4
3102;MAU;1.80;455.28;29.60;1.22;2.60;12.77;1.40;-3421.60;-6.25;-2.52;471.00;0;0;0;0;6;SP;28;3;4
3103;BOM;16.80;178.86;0.00;0.00;2.10;15.04;2.35;;-112.08;-1.26;1752.12;0;0;0;0;16;SP;37;3;3
3104;BOM;1.40;428.18;0.00;0.00;0.80;12.81;1.05;-446.60;12.91;-5.88;753.60;0;0;0;0;0;SP;40;7;2
3105;MAU;11.90;444.44;75.48;0.00;0.70;13.63;3.65;-155.40;-27.91;7.56;1095.86;4;3;0;0;15;SP;27;2;2
3106;MAU;8.60;325.20;8.88;0.00;1.20;15.83;2.85;-891.80;1.25;-26.46;1846.32;2;0;1;0;0;SP;43;4;2
3107;BOM;22.50;227.64;1.48;0.00;0.80;15.07;2.05;302.40;-10.41;0.42;835.24;0;0;0;0;0;SP;27;6;2
3108;MAU;3.30;108.40;0.00;0.00;2.80;15.76;8.90;-15733.20;-0.83;-1.26;1538.60;4;0;1;0;13;SP;27;6;2
3109;MAU;30.70;2086.70;0.00;;2.00;11.42;1.60;1029.00;-96.25;0.00;254.34;46;0;0;0;4;SP;53;2;2
3110;MAU;331.40;932.24;82.88;0.00;5.80;13.16;29.45;84.00;-27.50;-13.02;4273.54;0;0;1;0;25;MG;15;4;2
3111;MAU;13.20;585.36;2.96;0.12;9.00;12.59;4.90;-2437.40;-8.75;-2.52;621.72;1;4;2;0;0;RJ;15;4;2
3112;MAU;16.70;710.02;182.04;0.87;2.90;11.93;1.75;672.00;-134.58;-2.52;1124.12;0;0;1;0;0;SP;45;2;3
3113;BOM;6.40;352.30;0.00;0.00;;13.40;1.40;84.00;-142.50;-2.10;3654.96;0;0;0;0;0;SP;35;4;2
3114;MAU;25.50;542.00;72.52;0.14;;13.72;8.45;165.20;-25.83;-0.84;1780.38;0;0;0;1;12;SP;37;2;4
3115;MAU;14.20;140.92;0.00;0.00;3.00;13.47;6.50;205.80;-2.08;-2.10;907.46;0;0;0;0;0;MG;14;5;2
3116;BOM;5.40;395.66;29.60;0.48;0.70;12.98;0.55;9.80;-10.83;-5.04;1516.62;0;0;0;0;0;SP;44;6;4
3117;MAU;1.20;552.84;66.60;1.79;4.30;11.53;-0.75;513.80;-75.00;0.00;653.12;27;0;8;0;0;SP;104;6;3
3118;BOM;2.90;471.54;11.84;0.00;4.20;12.76;0.65;-758.80;-0.83;-0.42;668.82;0;0;1;0;0;SP;55;4;2
3119;MAU;21.70;807.58;125.80;1.82;0.50;13.91;3.00;28.00;-79.16;-5.04;1274.84;3;4;1;0;0;RJ;16;1;4
3120;BOM;0.10;455.28;0.00;0.00;3.20;11.80;0.35;-5978.00;22.91;-5.04;345.40;0;0;0;0;0;SP;55;4;3
3121;BOM;27.60;271.00;0.00;0.00;0.60;19.10;2.40;-728.00;-34.58;-0.42;1099.00;0;0;0;0;7;RJ;15;2;3
3122;MAU;7.00;634.14;76.96;0.00;3.60;12.24;0.05;537.60;-55.83;-7.14;496.12;2;0;3;2;0;SP;16;8;3
3123;MAU;1.30;455.28;7.40;;0.40;14.87;7.65;-10330.60;-44.58;1.68;785.00;0;0;1;0;12;SP;15;6;2
3124;MAU;6.20;579.94;38.48;0.00;5.00;12.49;0.85;-56.00;-12.50;-1.26;1887.14;2;0;0;0;0;SP;15;2;3
3125;MAU;7.50;325.20;44.40;0.00;5.00;13.34;1.30;-260.40;-17.50;-2.94;769.30;0;0;1;0;16;SP;15;5;3
3126;MAU;8.10;363.14;4.44;0.00;1.00;17.22;5.05;-6588.40;-3.33;-5.04;819.54;1;0;0;0;1;SP;15;4;2
3127;MAU;19.80;590.78;0.00;0.00;11.80;11.57;0.65;-1981.00;1.66;2.94;489.84;0;0;0;0;7;SP;40;1;4
3128;MAU;48.00;932.24;0.00;0.00;0.50;15.05;14.25;308.00;0.41;-46.62;1617.10;0;0;1;0;0;SP;15;4;2
3129;MAU;3.00;493.22;100.64;0.23;10.60;11.67;-0.10;208.60;-30.41;-10.50;678.24;1;0;0;0;0;RJ;63;6;4
3130;MAU;11.10;574.52;127.28;0.81;23.30;12.30;-0.70;250.60;-46.66;2.10;577.76;0;0;0;0;0;RJ;63;5;4
3131;MAU;2.50;547.42;22.20;0.00;1.20;12.28;0.00;6024.20;-61.25;-1.68;1055.04;0;0;0;0;0;SP;63;2;2
3132;MAU;12.10;558.26;118.40;1.36;11.40;12.56;0.30;396.20;-47.08;119.28;1984.48;9;1;1;1;0;RJ;38;5;4
3133;BOM;6.20;243.90;1.48;0.00;3.80;13.55;2.20;-15279.60;25.41;-21.42;2518.28;0;0;0;0;0;SP;44;2;2
3134;BOM;;;54.76;0.69;1.90;13.44;;693.00;15.41;-0.42;671.96;0;0;1;0;0;SP;47;5;2
3135;MAU;36.10;1040.64;140.60;2.00;8.00;12.92;-3.15;481.60;-48.33;-6.30;671.96;0;0;0;0;0;SP;37;3;4
3136;BOM;1.90;574.52;37.00;0.00;1.70;11.82;-0.45;632.80;-35.00;2.94;414.48;0;0;0;0;0;SP;46;4;3
